step	post	like	prior	mu1	mu2	gamma	pi	spa1	spa2	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
83500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.504367105847080	0.000183986656970	0.000053657795785	0.291639604026132	0.106339539652727	0.000000000000000	0.000000000000000	-2	5	-1	-5	-5	-3	3	7	-5	-1	0	3	-3	6	10	-5	-6	-6	15	1	6	13	17	3	6	0	10	8	9	10	7	11	3	3	-5	-6	7	1	-2	0	-3	-5	2	19	4	2	4	3	14	-6	2	6	3	5	-6	2	7	-6	2	-6	11	-3	3	7	-1	13	1	-5	-1	-5	7	2	0	-6	0	-6	12	0	-1	12	-5	0	11	2	13	2	6	-2	-5	4	20	-1	-5	5	0	-4	-2	4	-3	-3	9	6	-4	2	17	9	25	5	11	10	6	0	6	2	8	6	34	101	20	0	24	0	92	62	11	31	116	60	102	89	37	53	37	7	110	98	114	82	110	60	21	10	99	27	61	64	58	4	1	99	115	94	81	1	103	3	39	55	103	77	87	104	4	83	91	88	37	76	11	110	7	24	96	105	17	86	55	13	36	115	3	87	73	70	51	105	49	72	49	71	104	74	85	47	38	7	113	49	49	74	4	49	47	112	109	31	109	115	57	110	88	54	40	63	33	62	16	22	104	106	77	40	0	108	7	0	15	30	62	37	0	64	3	4	1	1	7	1	11	9	4	4	7	8	9	2	2	12	16	1	11	9	11	9	1	11	3	8	8	11	5	2	10	14	1	4	9	13	3	15	12	6	12	11	9	11	7	8	13	12	15	3	17	16	17	11	5	12	16	12	12	8	18	1	5	3	11	2	12	13	5	5	7	13	2	11	11	2	4	16	7	16	19	10	7	1	17	5	14	4	4	18	4	11	10	13	2	14	4	19	11	12	5	20	18	5	4	14	1	1	9	1	10	15	2	7	1	11
84000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.496756385711753	0.000188427185895	0.000055950807521	0.296935960996111	0.099566498969843	0.000000000000000	0.000000000000000	-6	-5	0	4	-4	2	-2	2	4	14	-5	8	13	-2	7	-6	0	1	-4	4	-1	-5	-1	7	18	3	4	-2	7	6	18	11	-3	6	17	6	13	13	1	13	2	-1	-1	11	8	-6	-5	11	15	12	0	2	9	-3	7	-5	4	-4	5	-4	6	9	-6	8	5	-6	7	1	-3	-3	11	-1	0	8	2	-5	15	5	17	13	-1	-4	1	9	-5	7	3	1	7	-5	-2	9	-4	1	8	7	3	-4	10	17	1	2	15	3	0	-2	11	-4	-6	15	6	5	4	6	30	-5	106	16	16	0	62	0	94	113	46	15	2	84	7	72	112	32	80	7	97	22	41	37	48	91	27	61	78	25	5	43	48	96	64	56	115	57	43	51	102	13	14	16	8	27	101	62	43	71	13	31	4	105	77	104	110	99	49	115	20	70	89	13	99	96	11	27	94	71	50	69	60	27	3	101	82	16	70	18	97	76	106	11	111	36	38	83	2	79	103	55	105	23	96	16	6	70	96	64	23	4	49	57	53	111	87	21	0	56	112	0	85	93	69	32	0	82	6	4	2	1	6	1	9	5	4	8	3	9	4	3	12	12	16	4	11	11	11	10	2	12	12	10	5	11	10	8	8	5	7	7	11	8	9	11	3	7	10	9	1	2	5	5	4	6	12	8	17	16	17	6	11	9	16	12	9	13	18	16	5	13	10	15	12	13	5	16	6	8	9	8	9	11	10	16	13	12	19	3	7	5	17	9	14	1	5	18	14	9	6	13	12	3	5	19	11	11	6	20	18	6	3	14	1	4	4	1	16	15	4	4	1	14
84500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.567813033974097	0.000190784129376	0.000048637468457	0.254934561987567	0.116743322180301	0.000000000000000	0.000000000000000	-1	-4	-5	-5	-2	10	-5	3	1	-5	-1	-6	14	-4	-1	-1	1	14	-6	3	-5	4	1	11	11	5	0	8	-1	-2	-6	1	0	0	6	9	1	9	13	-1	-5	11	2	-1	-4	-4	13	2	2	-5	1	10	0	-6	-5	-4	12	14	5	6	2	-4	-5	4	-4	9	14	13	-3	-2	2	-2	6	1	-1	8	-6	1	10	1	-3	0	4	-3	-3	0	4	10	-3	13	-1	5	4	2	5	3	14	2	7	-2	1	-5	11	8	0	16	29	20	1	10	6	1	-5	-3	9	5	102	81	72	0	115	0	63	18	69	24	87	5	58	61	64	78	46	70	28	63	45	116	40	38	72	84	23	82	9	4	19	64	81	58	59	14	44	1	103	72	10	1	112	47	53	81	37	28	20	75	112	47	62	75	72	1	48	84	40	111	72	2	18	6	16	29	29	8	40	61	32	34	20	40	30	51	9	30	42	56	83	108	68	83	27	73	15	82	48	37	97	58	63	109	12	72	57	30	29	75	38	33	90	100	90	68	0	85	73	0	28	90	89	54	0	81	1	3	2	1	2	1	4	11	4	4	7	5	4	3	9	12	16	12	8	1	4	5	9	1	8	9	12	1	10	7	3	3	11	12	8	4	13	14	14	2	10	9	9	1	7	3	16	13	4	9	17	16	17	2	12	11	16	11	1	3	18	16	5	10	4	15	2	13	1	6	4	7	3	5	2	8	3	16	9	5	19	13	10	11	17	13	14	2	16	18	2	7	5	2	13	13	13	19	1	8	6	20	18	3	11	14	1	1	9	1	16	3	5	8	1	14
85000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.489787092076446	0.000199018674205	0.000060104705845	0.302005357462322	0.127417451979119	0.000000000000000	0.000000000000000	2	-4	-3	4	-4	4	10	6	2	-6	4	12	-6	-3	-1	-6	-3	7	11	-6	10	16	2	3	4	14	-6	1	9	18	2	-3	3	-2	-2	-1	1	12	4	5	14	-6	9	-3	1	2	7	5	1	7	-3	4	0	2	0	18	-6	0	3	0	0	-3	-2	9	2	-1	2	1	-1	7	3	4	7	-6	3	-3	4	6	-3	-3	4	1	3	18	9	4	-6	0	1	0	10	2	-5	14	15	3	1	-2	11	6	-4	-3	-4	16	0	-1	23	-5	1	-6	-4	-5	1	3	-6	4	82	48	17	0	46	0	69	63	46	29	70	100	76	90	54	101	37	14	75	75	92	19	28	104	71	21	20	78	102	116	62	36	60	9	103	32	93	72	29	66	1	51	104	101	57	16	7	25	24	77	89	99	29	84	74	63	1	97	20	72	92	23	22	13	20	10	63	20	81	22	73	47	86	88	51	30	28	34	42	31	110	115	44	100	16	34	30	70	26	59	25	69	53	9	73	20	31	17	65	30	102	83	83	21	34	37	0	96	40	0	44	12	48	9	0	69	1	1	3	1	2	1	9	13	1	6	6	5	3	11	5	12	16	12	2	5	2	6	13	6	3	11	5	2	11	9	4	3	11	12	1	8	13	14	14	12	10	3	14	9	5	3	16	3	2	7	17	16	17	9	12	13	16	7	5	4	18	16	10	6	10	15	12	13	5	5	1	10	6	10	2	4	1	3	14	3	19	9	11	1	17	9	13	1	16	18	12	1	2	14	13	13	1	19	3	2	4	20	18	1	1	14	1	5	7	1	6	9	8	9	1	14
85500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.522901583338664	0.000193874069247	0.000054219669163	0.279664368594876	0.119998841753616	0.000000000000000	0.000000000000000	9	-6	9	1	-5	-3	3	1	-3	5	-2	1	8	1	0	2	1	3	-1	3	-6	0	7	-1	3	0	-4	5	8	-3	-3	-2	-4	2	20	9	15	-5	1	-1	-3	2	-2	-3	-3	-4	-1	15	-1	3	0	0	10	7	-4	0	-5	-5	-2	-6	7	2	-4	-3	0	-1	10	11	7	-4	7	11	1	-4	-1	-3	-6	4	3	-1	-3	9	0	-2	0	-5	-6	4	-3	7	5	-4	5	20	11	4	-4	8	-5	2	11	10	-2	7	-6	5	14	8	11	29	-2	-6	-5	-5	0	20	70	26	46	0	60	0	39	25	104	53	95	116	115	68	57	92	37	65	21	2	87	15	23	99	12	8	6	103	39	13	93	58	16	27	46	56	109	32	95	31	31	7	30	101	94	71	40	86	80	91	60	42	69	22	111	69	30	5	33	108	25	46	14	83	41	55	55	25	113	16	113	64	21	69	108	15	56	115	8	49	87	39	25	22	39	73	82	114	104	93	11	83	116	11	69	6	19	38	103	53	44	38	62	52	108	65	0	26	56	0	115	106	24	85	0	91	4	1	2	1	1	1	7	7	6	7	1	15	6	7	15	12	16	6	13	4	11	2	13	2	9	9	1	9	12	10	7	6	1	5	7	12	13	14	14	2	11	2	14	1	1	1	9	3	6	13	17	16	17	1	11	8	16	11	11	11	18	16	8	8	11	15	12	13	7	6	9	2	8	5	1	9	1	2	14	15	19	16	14	9	17	9	3	3	16	18	6	8	4	15	13	6	4	19	10	4	10	20	18	5	4	14	1	8	1	1	4	2	12	8	1	16
86000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.459590522036258	0.000173046429446	0.000056572559539	0.326921276097809	0.104120050027810	0.000000000000000	0.000000000000000	15	2	-6	1	0	5	-4	-4	1	5	-6	10	2	2	3	7	8	0	14	-3	-4	8	16	-4	6	-4	-1	7	6	-3	6	-5	-4	-5	11	-3	13	-3	7	-6	-5	2	15	5	0	-1	2	11	0	13	-2	2	-4	0	-2	10	1	6	0	5	6	1	12	1	4	3	2	5	5	-2	13	-1	6	-5	-4	7	0	1	2	-4	2	-2	11	2	3	2	3	1	1	-3	-6	10	-2	4	6	13	10	3	11	1	21	3	8	-1	9	-6	6	-2	3	30	-1	-4	2	5	-5	-5	55	66	55	0	56	0	54	32	73	77	10	41	91	80	43	32	26	111	85	109	41	27	61	2	31	111	74	4	69	15	22	10	56	115	85	57	107	112	89	35	79	7	77	67	19	80	12	113	111	12	83	74	26	113	96	106	20	89	66	42	9	19	58	107	41	102	79	34	25	42	89	61	76	12	27	45	96	54	66	100	48	106	112	3	38	31	84	116	113	50	92	105	14	38	98	55	86	48	14	43	101	76	65	67	92	2	0	103	3	0	56	84	42	51	0	115	1	3	2	1	3	1	4	1	8	7	7	9	1	4	15	12	16	10	2	10	12	9	13	3	12	8	12	6	12	9	10	9	7	6	9	1	11	14	14	13	11	2	4	9	1	7	12	13	2	13	17	16	17	9	5	4	16	3	3	4	18	16	5	15	11	15	3	10	5	10	9	8	5	9	7	3	11	6	14	15	19	16	6	13	17	12	7	12	16	18	5	1	8	6	8	10	12	19	2	7	10	20	18	3	6	14	1	13	2	1	11	10	2	5	1	16
86500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.507118538913555	0.000168083230987	0.000048707555662	0.289782361844215	0.133080217315800	0.000000000000000	0.000000000000000	-2	5	-3	-5	-1	8	9	-5	-2	-3	5	-5	-3	-2	-4	13	8	13	-5	-4	-2	3	12	-5	-4	6	-3	-3	18	2	10	7	8	-2	16	1	6	-2	9	13	4	3	8	0	11	-1	-2	3	-3	0	-5	5	-5	-4	-2	1	8	2	1	-6	4	5	6	1	6	3	4	-4	-3	6	0	7	1	7	15	9	-6	5	-1	4	-2	-4	18	13	2	17	-3	3	5	5	6	13	14	7	6	15	4	6	-5	1	24	8	5	3	16	-5	-1	12	-6	13	-4	4	-5	0	-3	-2	3	54	6	0	5	0	76	78	32	85	93	96	94	98	26	31	59	18	104	72	77	27	27	16	68	7	83	78	55	106	29	10	57	1	97	105	58	99	94	43	10	27	81	87	19	61	64	59	33	6	85	81	108	77	77	63	70	52	23	8	79	78	50	99	58	82	3	61	70	87	34	87	43	81	68	23	54	32	46	27	27	84	115	34	14	16	97	82	115	72	90	93	26	103	58	16	53	94	81	33	101	83	62	75	44	65	0	31	32	0	50	76	27	52	0	100	1	7	1	1	5	1	9	6	6	4	3	9	6	3	15	8	16	8	5	3	4	7	13	12	4	1	3	1	12	12	15	13	2	3	3	13	7	14	14	13	12	3	12	1	7	1	5	13	14	13	17	16	17	9	10	1	16	6	7	1	18	16	5	15	9	15	4	12	2	7	7	9	12	1	3	9	1	10	14	16	19	10	3	1	17	11	4	12	16	18	11	10	12	6	12	6	5	19	2	9	10	20	18	2	3	14	1	13	6	1	1	1	9	11	1	16
87000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.497122088388939	0.000202614458233	0.000060110829162	0.296675911908747	0.106666847687043	0.000000000000000	0.000000000000000	-4	7	6	-5	-5	5	2	3	14	-4	-1	3	4	-3	1	-2	5	3	-1	4	-6	-3	3	9	-4	-1	-4	0	20	-5	6	-2	9	2	-3	1	4	-6	10	11	2	-1	-2	5	13	1	1	-2	2	7	4	5	-2	-3	-3	5	1	-6	6	7	-1	-2	8	6	12	-3	-5	12	2	3	-6	7	2	-6	1	7	2	3	1	7	7	4	11	2	6	-6	-6	4	-3	9	-1	5	6	6	-5	4	7	4	1	1	0	1	-4	-1	-6	4	3	12	0	24	-2	10	13	-1	17	13	54	106	20	0	31	0	25	35	51	38	47	91	70	92	50	87	12	6	96	38	92	23	15	83	99	42	107	113	106	45	12	94	107	70	102	36	6	75	115	40	83	14	14	43	75	95	109	16	22	93	81	106	30	34	78	60	58	112	91	91	74	3	36	92	49	108	39	92	63	52	105	70	87	17	84	58	19	30	48	53	67	92	102	66	114	106	114	77	27	96	96	116	115	31	79	40	59	5	60	17	100	91	91	32	24	31	0	88	74	0	49	80	48	73	0	86	3	3	3	1	7	1	6	1	5	4	6	8	8	6	15	10	16	4	4	11	6	6	13	12	1	10	11	2	9	2	15	5	4	7	3	12	9	14	14	8	9	5	10	13	5	2	4	8	2	12	17	16	17	4	5	1	16	4	4	11	18	16	8	1	11	15	9	6	4	2	10	2	12	8	1	10	3	5	14	16	19	10	10	7	17	7	8	12	16	18	11	1	3	13	12	15	13	19	2	2	10	20	18	5	8	14	1	13	2	1	4	11	3	1	1	16
87500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.544030716311864	0.000191466906233	0.000051191858626	0.267366615115327	0.107241321155032	0.000000000000000	0.000000000000000	-1	4	3	-4	-6	2	13	11	12	17	0	-3	6	-4	11	1	13	9	-6	-3	-6	2	0	2	-6	6	11	1	-5	3	-5	-3	2	15	4	2	1	7	-6	6	-1	4	8	2	-4	0	14	9	6	-3	10	14	-1	-4	-6	0	-3	-3	6	2	-2	13	2	3	6	1	17	14	-1	0	7	-4	-3	11	5	0	0	12	2	0	-5	0	-6	1	-4	5	6	12	-5	14	12	-1	-3	4	8	7	-2	-2	-4	4	-5	-6	-1	3	2	-1	6	2	1	22	13	9	-2	4	16	-5	27	35	35	0	16	0	9	24	49	89	12	51	46	87	66	17	16	109	68	79	98	108	71	42	7	116	57	86	18	86	104	54	83	14	106	90	80	73	13	20	1	102	105	17	46	40	69	33	59	100	89	107	69	73	92	108	108	61	32	20	45	43	46	39	27	94	27	116	108	82	33	96	41	83	7	67	111	104	112	68	84	76	8	16	99	75	26	86	31	74	107	58	94	58	93	66	16	74	84	16	38	103	8	115	116	44	0	73	75	0	10	60	49	83	0	105	4	4	1	1	3	1	5	11	10	11	9	8	6	6	15	11	16	5	9	8	10	9	13	7	1	3	2	5	6	6	15	6	7	10	1	9	3	7	14	11	1	6	4	13	4	11	10	11	11	13	17	16	17	13	1	5	16	2	1	11	18	16	5	7	11	15	10	13	5	6	2	11	5	6	11	8	5	4	14	16	19	11	5	12	17	10	4	1	16	18	11	10	5	13	4	15	13	19	13	6	5	20	18	9	1	14	1	13	9	1	7	1	4	2	1	16
88000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.559929849776446	0.000203369438475	0.000052653884607	0.258907557606330	0.113366017429509	0.000000000000000	0.000000000000000	0	5	16	-3	-4	-3	-2	6	-5	-6	-5	4	0	0	1	-3	1	11	-2	6	-6	13	-3	-5	-4	7	-5	6	-3	-6	7	4	3	5	-6	-6	0	12	-4	-1	-3	-6	-5	8	-5	13	-6	-2	-3	-6	-2	18	3	2	7	-4	0	-2	-2	-2	13	6	13	2	6	7	6	6	1	7	19	0	-5	0	-4	0	6	-3	11	13	-1	-3	3	-1	4	-6	-4	11	3	4	12	-6	3	1	-5	0	4	3	-3	0	13	5	-3	-5	-2	14	12	3	-3	3	4	3	-2	-4	21	4	23	25	82	0	35	0	62	94	80	32	7	114	111	40	76	27	92	116	2	72	92	55	54	77	37	6	102	72	45	17	86	36	107	23	19	48	111	61	46	4	37	68	99	97	68	80	95	31	80	109	43	107	7	74	69	92	95	19	109	1	31	105	66	91	104	11	102	35	53	111	47	89	72	4	89	92	80	54	41	80	84	17	107	84	105	67	28	9	113	74	84	94	97	3	112	87	100	29	4	110	97	75	23	24	95	23	0	79	31	0	36	20	101	92	0	89	2	3	1	1	6	1	5	4	7	1	9	3	8	3	15	6	16	5	10	8	9	10	13	11	13	7	11	5	5	2	15	1	6	7	8	1	3	4	1	7	7	2	11	13	8	3	15	9	7	6	17	16	4	13	1	12	16	7	2	15	18	16	4	7	1	15	12	9	2	6	10	7	12	10	11	10	9	8	14	16	19	9	6	12	17	11	7	10	16	18	11	5	13	14	5	15	6	19	3	8	7	20	18	9	13	14	1	8	5	1	9	8	13	8	1	16
88500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.553600686568930	0.000211441771639	0.000055440153336	0.262200571375119	0.110360214384493	0.000000000000000	0.000000000000000	0	0	3	-2	0	7	5	-3	7	5	-2	8	0	-2	3	8	2	15	-6	13	2	0	-3	6	-1	8	15	3	-4	0	-4	2	8	1	11	6	4	11	4	-5	9	1	3	0	6	3	3	-1	3	-6	19	3	-1	9	5	10	-2	1	1	11	9	9	8	-4	2	3	1	1	-3	4	13	1	-4	0	-2	15	1	1	13	-3	-5	3	4	5	14	-2	7	-5	12	-5	2	-5	5	-5	1	1	8	-6	11	1	2	-5	0	17	-2	-6	15	5	0	-2	14	-3	-4	3	36	5	113	90	70	0	80	0	105	105	76	8	43	22	80	86	105	44	36	116	110	34	19	92	83	33	74	107	60	114	60	43	68	1	102	94	73	87	30	88	83	1	49	111	46	14	66	67	1	59	94	102	76	110	5	24	89	71	66	10	94	54	12	11	104	57	43	47	42	36	15	101	61	40	106	11	1	57	93	81	21	111	110	67	98	107	92	62	4	105	4	90	106	49	105	32	107	60	14	36	99	95	2	4	12	105	14	55	0	36	47	0	19	50	97	65	0	4	3	3	1	1	1	1	3	7	1	3	5	2	2	6	15	9	16	13	1	10	4	5	13	11	1	4	1	1	9	1	15	5	10	7	8	9	12	10	4	7	11	15	13	13	10	3	15	9	10	7	17	16	9	13	2	12	16	3	9	15	18	16	6	1	5	15	11	7	3	9	11	4	12	10	13	12	1	8	14	16	19	1	6	12	17	12	11	10	16	18	7	6	8	14	6	15	1	19	9	11	7	20	18	3	13	14	1	7	2	1	9	10	3	12	1	16
89000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.562236659542697	0.000216235725265	0.000055730553872	0.257730556795808	0.139220467439719	0.000000000000000	0.000000000000000	-2	-1	-4	-2	4	3	-6	-5	0	-5	18	-2	14	5	-3	5	1	-1	-5	-6	4	2	9	17	1	-1	-4	6	-5	2	4	-6	18	-4	-4	9	1	5	-5	-2	-5	11	6	-2	4	16	-2	8	-4	-1	2	13	8	8	-2	1	2	4	8	8	9	-6	-5	-6	-6	2	16	14	-6	-2	-4	10	11	1	-5	0	-4	-3	-5	6	-1	10	-4	-4	1	-2	-6	10	-2	11	6	18	-4	24	10	2	-5	2	-1	4	5	0	-2	5	6	0	8	-4	-4	10	3	-2	5	9	17	4	1	10	56	0	17	0	72	58	31	49	84	45	104	46	13	97	104	106	85	68	48	86	93	22	88	4	69	95	99	82	83	4	102	31	75	96	55	63	70	107	112	110	11	13	9	105	17	84	66	66	91	110	31	61	32	9	91	59	110	76	112	58	43	83	67	11	86	110	64	44	68	96	41	116	109	49	103	19	89	21	98	98	87	114	26	111	18	59	31	89	97	107	14	68	113	112	1	86	69	39	6	1	6	42	83	34	0	107	53	0	1	114	46	28	0	17	2	2	2	1	1	1	1	4	4	5	7	7	6	2	10	11	16	13	4	5	4	9	13	8	8	4	4	3	5	1	15	4	6	1	14	12	7	12	4	1	4	15	13	9	3	6	15	11	1	2	17	16	4	13	2	12	16	1	12	15	18	16	10	7	8	15	13	5	10	11	2	8	12	11	13	6	4	1	14	16	19	7	6	12	17	4	16	2	4	18	11	8	10	9	7	15	7	19	6	14	10	20	18	7	13	7	1	9	8	1	13	11	10	9	1	16
89500	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.463275419589938	0.000162043910731	0.000052434367400	0.323581226617384	0.116970832888204	0.000000000000000	0.000000000000000	0	-6	3	-3	3	10	15	1	0	19	4	2	1	-6	-5	-1	12	0	2	7	1	5	-6	6	-5	4	13	1	0	11	-6	17	-2	13	-3	1	-6	2	-3	0	-4	7	2	9	4	12	5	8	-3	4	9	0	-6	3	-4	-5	-1	-3	20	1	11	-1	0	3	0	-4	8	8	6	13	14	5	17	-5	-1	4	6	-1	-1	0	-3	-6	5	5	1	11	1	12	3	2	6	20	3	-4	5	10	5	-5	3	-6	2	0	-3	9	5	6	15	-6	7	16	7	-1	12	0	17	-1	112	5	43	0	49	0	70	110	80	17	58	81	98	109	25	89	21	76	101	94	90	30	90	84	19	52	43	111	34	97	110	91	94	23	59	20	40	86	48	102	25	66	3	85	81	74	18	37	32	71	58	23	69	31	3	70	55	27	16	9	114	5	50	50	62	27	58	86	85	21	92	53	110	79	61	98	43	109	100	107	86	10	6	39	33	12	40	103	90	59	42	45	17	3	23	20	113	99	57	64	67	25	26	38	35	114	0	44	26	0	27	18	111	34	0	2	2	4	7	1	5	1	4	10	4	3	1	6	1	5	7	7	16	13	6	2	7	3	13	2	4	2	2	2	15	5	15	1	13	1	14	1	4	1	7	9	10	15	12	4	5	9	15	3	7	2	17	16	8	13	10	12	16	9	12	15	18	16	10	2	11	15	4	12	11	5	10	1	12	12	6	7	11	4	16	16	19	10	9	12	17	6	16	12	6	18	15	6	3	9	12	15	4	19	5	14	11	20	18	8	13	3	1	3	8	1	13	7	11	7	1	16
90000	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	-1.502831049896613	0.000192379615851	0.000056307479829	0.292689428556985	0.155490207144617	0.000000000000000	0.000000000000000	12	0	0	-2	1	3	12	4	2	-3	12	-4	-3	0	14	0	4	-5	-3	1	5	6	6	2	-2	0	-2	-5	6	8	2	0	1	-6	-1	6	6	3	11	2	3	10	-5	-5	7	3	5	10	-4	1	3	8	-3	17	7	5	-1	1	4	-1	4	-6	13	4	8	8	7	6	-1	1	1	14	9	-6	-1	12	-5	5	21	3	-6	-1	2	-4	-3	2	-4	14	-1	7	0	-3	-1	0	3	12	3	8	1	-4	-1	-6	6	-1	0	3	19	-4	4	-2	2	11	2	-3	-5	-6	49	41	46	0	29	0	55	48	11	39	82	17	68	12	53	68	91	30	114	45	56	6	103	113	100	20	71	37	52	8	65	47	107	68	77	71	64	85	62	77	55	116	46	19	16	21	114	84	9	61	43	90	94	21	4	14	53	65	104	23	54	60	112	90	6	110	50	81	74	10	22	39	80	42	61	10	15	70	33	110	101	53	97	59	74	12	55	95	33	75	34	99	64	1	84	28	67	58	65	89	27	37	24	99	79	99	0	19	26	0	89	36	83	48	0	87	1	1	1	1	2	1	2	13	2	11	7	1	1	5	10	9	16	4	1	1	6	7	13	4	8	3	4	3	15	7	15	11	13	7	5	1	4	10	3	15	5	15	12	1	11	12	15	8	2	8	17	16	5	13	10	6	16	11	2	15	18	16	1	9	3	8	9	11	7	11	4	9	12	5	7	11	13	7	16	16	19	10	9	12	17	8	16	4	8	18	15	4	2	14	12	15	10	19	13	14	5	20	18	6	10	7	1	6	1	1	13	10	3	8	1	16
